old_path,old_name,recording_id,source_ids,canonical_path,source_sha256
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-11 011637.mp4,Recording 2026-09-11 011637.mp4,Rb96f6c76cb87,S03,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-11 - S03 - Basement moisture drainage and framing - Rb96f6c76cb87.mp4,b96f6c76cb87191ee002843da79a03a16113ec8b744598bdeefabea9a924944a
F:\SEED BANK\RECORDINGS\Recording 2026-09-11 012220.mp4,Recording 2026-09-11 012220.mp4,R16044827fe25,S04,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-11 - S04 - Unit 3 exam and corrections - R16044827fe25.mp4,16044827fe25c8d585bebea0dd4a685bab11f85c8ba54227a13dcdc07c2a8936
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-11 012220.mp4,Recording 2026-09-11 012220.mp4,R16044827fe25,S04,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-11 - S04 - Unit 3 exam and corrections - R16044827fe25.mp4,16044827fe25c8d585bebea0dd4a685bab11f85c8ba54227a13dcdc07c2a8936
F:\SEED BANK\RECORDINGS\Recording 2026-09-11 022829.mp4,Recording 2026-09-11 022829.mp4,Rff015d97e3a9,S05,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-11 - S05 - Crawl spaces slabs post-tension construction and Unit 4 exam review - Rff015d97e3a9.mp4,ff015d97e3a9382bf77c9a16ca032860c87732e94c5fb6db69f81fe50efebbcb
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-11 022829.mp4,Recording 2026-09-11 022829.mp4,Rff015d97e3a9,S05,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-11 - S05 - Crawl spaces slabs post-tension construction and Unit 4 exam review - Rff015d97e3a9.mp4,ff015d97e3a9382bf77c9a16ca032860c87732e94c5fb6db69f81fe50efebbcb
F:\SEED BANK\RECORDINGS\Recording 2026-09-14 190639.mp4,Recording 2026-09-14 190639.mp4,R2e3a694d32ed,S06,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S06 - Wall systems masonry and alternative construction - R2e3a694d32ed.mp4,2e3a694d32ede4be93d0f9a4fbe26ca77196a382b579f9cf60501f9624540d4d
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-14 190639.mp4,Recording 2026-09-14 190639.mp4,R2e3a694d32ed,S06,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S06 - Wall systems masonry and alternative construction - R2e3a694d32ed.mp4,2e3a694d32ede4be93d0f9a4fbe26ca77196a382b579f9cf60501f9624540d4d
F:\SEED BANK\RECORDINGS\Recording 2026-09-14 194327.mp4,Recording 2026-09-14 194327.mp4,R42dddc0ed57a,S07,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S07 - Floor-framing review and Unit 5 exam - R42dddc0ed57a.mp4,42dddc0ed57a9db03c3e8f5152776b3f0eea4aa02107d6c180d38814b2e1c621
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-14 194327.mp4,Recording 2026-09-14 194327.mp4,R42dddc0ed57a,S07,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S07 - Floor-framing review and Unit 5 exam - R42dddc0ed57a.mp4,42dddc0ed57a9db03c3e8f5152776b3f0eea4aa02107d6c180d38814b2e1c621
F:\SEED BANK\RECORDINGS\Recording 2026-09-14 205324.mp4,Recording 2026-09-14 205324.mp4,Rb36b98f2c9f5,S08,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S08 - Roof framing attics manufactured-home structure and Unit 6 exam - Rb36b98f2c9f5.mp4,b36b98f2c9f5448030f3fcfec85681729fa2d23ea4588c853bd7542c962347d3
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-14 205324.mp4,Recording 2026-09-14 205324.mp4,Rb36b98f2c9f5,S08,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S08 - Roof framing attics manufactured-home structure and Unit 6 exam - Rb36b98f2c9f5.mp4,b36b98f2c9f5448030f3fcfec85681729fa2d23ea4588c853bd7542c962347d3
F:\SEED BANK\RECORDINGS\Recording 2026-09-14 210337.mp4,Recording 2026-09-14 210337.mp4,Re3f644018458,S09,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S09 - Exterior inspection overview and two Unit 1 exam attempts - Re3f644018458.mp4,e3f6440184584d97b482cf359fa9f43d7fe968b66cdf5918b068fcd8a21542ee
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-14 210337.mp4,Recording 2026-09-14 210337.mp4,Re3f644018458,S09,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S09 - Exterior inspection overview and two Unit 1 exam attempts - Re3f644018458.mp4,e3f6440184584d97b482cf359fa9f43d7fe968b66cdf5918b068fcd8a21542ee
F:\SEED BANK\RECORDINGS\Recording 2026-09-14 221540.mp4,Recording 2026-09-14 221540.mp4,R8d95fc5ae894,S10,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S10 - Siding materials stucco EIFS and masonry - R8d95fc5ae894.mp4,8d95fc5ae89425bca0fbe7c3368ca260bfab180cbd52cd769ddcd27869aec5d9
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-14 221540.mp4,Recording 2026-09-14 221540.mp4,R8d95fc5ae894,S10,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S10 - Siding materials stucco EIFS and masonry - R8d95fc5ae894.mp4,8d95fc5ae89425bca0fbe7c3368ca260bfab180cbd52cd769ddcd27869aec5d9
C:\Users\datab\Dropbox\BEN_BALL\BB_DOCS\Sound Recordings\Recording 2026-09-14 221540.mp4,Recording 2026-09-14 221540.mp4,R8d95fc5ae894,S10,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S10 - Siding materials stucco EIFS and masonry - R8d95fc5ae894.mp4,8d95fc5ae89425bca0fbe7c3368ca260bfab180cbd52cd769ddcd27869aec5d9
F:\SEED BANK\RECORDINGS\Recording 2026-09-14 233543.mp4,Recording 2026-09-14 233543.mp4,R5f428da418dd,S11,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S11 - Veneer details paint reporting and two Unit 2 exam attempts - R5f428da418dd.mp4,5f428da418ddcd022a11a83eccf82530697b4b56f3d691fb19b12a78caedcc8e
F:\SEED BANK\RECORDINGS\Recording 2026-09-14 234051.mp4,Recording 2026-09-14 234051.mp4,R5f428da418dd,S11,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S11 - Veneer details paint reporting and two Unit 2 exam attempts - R5f428da418dd.mp4,5f428da418ddcd022a11a83eccf82530697b4b56f3d691fb19b12a78caedcc8e
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-14 233543.mp4,Recording 2026-09-14 233543.mp4,R5f428da418dd,S11,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S11 - Veneer details paint reporting and two Unit 2 exam attempts - R5f428da418dd.mp4,5f428da418ddcd022a11a83eccf82530697b4b56f3d691fb19b12a78caedcc8e
C:\Users\datab\Dropbox\BEN_BALL\BB_DOCS\Sound Recordings\Recording 2026-09-14 233543.mp4,Recording 2026-09-14 233543.mp4,R5f428da418dd,S11,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S11 - Veneer details paint reporting and two Unit 2 exam attempts - R5f428da418dd.mp4,5f428da418ddcd022a11a83eccf82530697b4b56f3d691fb19b12a78caedcc8e
C:\Users\datab\Dropbox\BEN_BALL\BB_DOCS\Sound Recordings\Recording 2026-09-14 234051.mp4,Recording 2026-09-14 234051.mp4,R5f428da418dd,S11,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S11 - Veneer details paint reporting and two Unit 2 exam attempts - R5f428da418dd.mp4,5f428da418ddcd022a11a83eccf82530697b4b56f3d691fb19b12a78caedcc8e
F:\SEED BANK\RECORDINGS\Recording 2026-09-14 234225.mp4,Recording 2026-09-14 234225.mp4,R9f85365ef2e0,S12,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S12 - Second-attempt correction review and Unit 3 welcome - R9f85365ef2e0.mp4,9f85365ef2e0fd13603d2addff07c5269616f578583547ce96757f7c45d2ca84
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-14 234225.mp4,Recording 2026-09-14 234225.mp4,R9f85365ef2e0,S12,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S12 - Second-attempt correction review and Unit 3 welcome - R9f85365ef2e0.mp4,9f85365ef2e0fd13603d2addff07c5269616f578583547ce96757f7c45d2ca84
C:\Users\datab\Dropbox\BEN_BALL\BB_DOCS\Sound Recordings\Recording 2026-09-14 234225.mp4,Recording 2026-09-14 234225.mp4,R9f85365ef2e0,S12,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-14 - S12 - Second-attempt correction review and Unit 3 welcome - R9f85365ef2e0.mp4,9f85365ef2e0fd13603d2addff07c5269616f578583547ce96757f7c45d2ca84
F:\SEED BANK\RECORDINGS\Recording 2026-09-16 091853.mp4,Recording 2026-09-16 091853.mp4,R98bb3a8dee37,S13,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-16 - S13 - Exterior Unit 3 trim windows doors and two exam attempts - R98bb3a8dee37.mp4,98bb3a8dee3715de368a5423121b2bccdb76fa6f4846de408dbf8d3c4d307df8
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-16 091853.mp4,Recording 2026-09-16 091853.mp4,R98bb3a8dee37,S13,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-16 - S13 - Exterior Unit 3 trim windows doors and two exam attempts - R98bb3a8dee37.mp4,98bb3a8dee3715de368a5423121b2bccdb76fa6f4846de408dbf8d3c4d307df8
C:\Users\datab\Dropbox\BEN_BALL\BB_DOCS\Sound Recordings\Recording 2026-09-16 091853.mp4,Recording 2026-09-16 091853.mp4,R98bb3a8dee37,S13,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-16 - S13 - Exterior Unit 3 trim windows doors and two exam attempts - R98bb3a8dee37.mp4,98bb3a8dee3715de368a5423121b2bccdb76fa6f4846de408dbf8d3c4d307df8
F:\SEED BANK\RECORDINGS\Recording 2026-09-16 111318.mp4,Recording 2026-09-16 111318.mp4,R5718196d8018,S14,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-16 - S14 - Exterior Unit 4 platforms stairs site and retaining walls 21-question exam - R5718196d8018.mp4,5718196d8018470f98e26d7ac2eef044905b4ee30cf1c097b1712284a17dcb73
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-16 111318.mp4,Recording 2026-09-16 111318.mp4,R5718196d8018,S14,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-16 - S14 - Exterior Unit 4 platforms stairs site and retaining walls 21-question exam - R5718196d8018.mp4,5718196d8018470f98e26d7ac2eef044905b4ee30cf1c097b1712284a17dcb73
C:\Users\datab\Dropbox\BEN_BALL\BB_DOCS\Sound Recordings\Recording 2026-09-16 111318.mp4,Recording 2026-09-16 111318.mp4,R5718196d8018,S14,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-16 - S14 - Exterior Unit 4 platforms stairs site and retaining walls 21-question exam - R5718196d8018.mp4,5718196d8018470f98e26d7ac2eef044905b4ee30cf1c097b1712284a17dcb73
F:\SEED BANK\RECORDINGS\Recording 2026-09-17 110032.mp4,Recording 2026-09-17 110032.mp4,R89771f996a65,S15,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-17 - S15 - Garage separation appliances and vehicle doors - R89771f996a65.mp4,89771f996a65076fab51b7bb147b96156a035a07ab9912a4c4dd21617aa56ff6
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-17 110032.mp4,Recording 2026-09-17 110032.mp4,R89771f996a65,S15,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-17 - S15 - Garage separation appliances and vehicle doors - R89771f996a65.mp4,89771f996a65076fab51b7bb147b96156a035a07ab9912a4c4dd21617aa56ff6
F:\SEED BANK\RECORDINGS\Recording 2026-09-17 111356.mp4,Recording 2026-09-17 111356.mp4,R0ad605bb9ac3,S16,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-17 - S16 - Silent garage exam and correction - R0ad605bb9ac3.mp4,0ad605bb9ac3f7e0a296edb6db7972002cbce6326279d5f13cc9383aa4e58f18
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-17 111356.mp4,Recording 2026-09-17 111356.mp4,R0ad605bb9ac3,S16,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-17 - S16 - Silent garage exam and correction - R0ad605bb9ac3.mp4,0ad605bb9ac3f7e0a296edb6db7972002cbce6326279d5f13cc9383aa4e58f18
F:\SEED BANK\RECORDINGS\Recording 2026-09-17 115438.mp4,Recording 2026-09-17 115438.mp4,Ra7023a5d67da,S17,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-17 - S17 - Roof forms coverings and unit exam - Ra7023a5d67da.mp4,a7023a5d67dadc7210da7c2b5303eca2517c77e71917e6f716022e774decb721
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-17 115438.mp4,Recording 2026-09-17 115438.mp4,Ra7023a5d67da,S17,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-17 - S17 - Roof forms coverings and unit exam - Ra7023a5d67da.mp4,a7023a5d67dadc7210da7c2b5303eca2517c77e71917e6f716022e774decb721
F:\SEED BANK\RECORDINGS\Recording 2026-09-18 003558.mp4,Recording 2026-09-18 003558.mp4,R08bf713c666b,S18,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-18 - S18 - Roof flashing chimneys drainage and exams plumbing introduction - R08bf713c666b.mp4,08bf713c666b68644442a1ae48d720b1d5701d39cee035d1c94621de3390311c
F:\SEED BANK\RECORDINGS\Recording 2026-09-18 011627.mp4,Recording 2026-09-18 011627.mp4,R08bf713c666b,S18,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-18 - S18 - Roof flashing chimneys drainage and exams plumbing introduction - R08bf713c666b.mp4,08bf713c666b68644442a1ae48d720b1d5701d39cee035d1c94621de3390311c
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-18 003558.mp4,Recording 2026-09-18 003558.mp4,R08bf713c666b,S18,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-18 - S18 - Roof flashing chimneys drainage and exams plumbing introduction - R08bf713c666b.mp4,08bf713c666b68644442a1ae48d720b1d5701d39cee035d1c94621de3390311c
F:\SEED BANK\RECORDINGS\Recording 2026-09-18 012919.mp4,Recording 2026-09-18 012919.mp4,R243f3d5e35e2,S19,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-18 - S19 - Private water supply and well components - R243f3d5e35e2.mp4,243f3d5e35e2ff9bed74e7938ff59c1d9a7427fcb6b0c61b2ca56c12a4fd8743
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-18 012919.mp4,Recording 2026-09-18 012919.mp4,R243f3d5e35e2,S19,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-18 - S19 - Private water supply and well components - R243f3d5e35e2.mp4,243f3d5e35e2ff9bed74e7938ff59c1d9a7427fcb6b0c61b2ca56c12a4fd8743
F:\SEED BANK\RECORDINGS\Recording 2026-09-18 121952.mp4,Recording 2026-09-18 121952.mp4,Rad28e921f9c3,S20,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-18 - S20 - Supply materials fixtures DWV pumps and exams - Rad28e921f9c3.mp4,ad28e921f9c37b0140fffd7b02bd2fd76f396be052b7cda6d536f0ea996edb8d
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-18 121952.mp4,Recording 2026-09-18 121952.mp4,Rad28e921f9c3,S20,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-18 - S20 - Supply materials fixtures DWV pumps and exams - Rad28e921f9c3.mp4,ad28e921f9c37b0140fffd7b02bd2fd76f396be052b7cda6d536f0ea996edb8d
F:\SEED BANK\RECORDINGS\Recording 2026-09-18 140244.mp4,Recording 2026-09-18 140244.mp4,Rffa6eb843912,S21,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-18 - S21 - Water-heater identification and installation - Rffa6eb843912.mp4,ffa6eb843912c7903f270977309d9e4b67edac412f67c9100e7b13b461234029
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-18 140244.mp4,Recording 2026-09-18 140244.mp4,Rffa6eb843912,S21,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-18 - S21 - Water-heater identification and installation - Rffa6eb843912.mp4,ffa6eb843912c7903f270977309d9e4b67edac412f67c9100e7b13b461234029
F:\SEED BANK\RECORDINGS\Recording 2026-09-18 144439.mp4,Recording 2026-09-18 144439.mp4,Rc411fc3b0709,S22,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-18 - S22 - Water-heater controls and installation - Rc411fc3b0709.mp4,c411fc3b070924ebee469d80eda853a6a81309cd98ea0873685dedbf94ce2588
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-18 144439.mp4,Recording 2026-09-18 144439.mp4,Rc411fc3b0709,S22,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-18 - S22 - Water-heater controls and installation - Rc411fc3b0709.mp4,c411fc3b070924ebee469d80eda853a6a81309cd98ea0873685dedbf94ce2588
F:\SEED BANK\RECORDINGS\Recording 2026-09-18 172206.mp4,Recording 2026-09-18 172206.mp4,Rba33f1186fc2,S23,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-18 - S23 - Water-heater operation relief and gas observations - Rba33f1186fc2.mp4,ba33f1186fc21343dd6b0d7dc3508f5e55ecb1ed99202f02996d322209343d0f
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-18 172206.mp4,Recording 2026-09-18 172206.mp4,Rba33f1186fc2,S23,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-18 - S23 - Water-heater operation relief and gas observations - Rba33f1186fc2.mp4,ba33f1186fc21343dd6b0d7dc3508f5e55ecb1ed99202f02996d322209343d0f
F:\SEED BANK\RECORDINGS\Recording 2026-09-18 223213.mp4,Recording 2026-09-18 223213.mp4,Rd461dbaebbf8,S24,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-18 - S24 - Water-heating variants fuel gas electrical service and exams - Rd461dbaebbf8.mp4,d461dbaebbf85fb0e9a9fdccc7d1a514f8045028b86b4c5d952ba5388018b021
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-18 223213.mp4,Recording 2026-09-18 223213.mp4,Rd461dbaebbf8,S24,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-18 - S24 - Water-heating variants fuel gas electrical service and exams - Rd461dbaebbf8.mp4,d461dbaebbf85fb0e9a9fdccc7d1a514f8045028b86b4c5d952ba5388018b021
F:\SEED BANK\RECORDINGS\Recording 2026-09-19 034743.mp4,Recording 2026-09-19 034743.mp4,R2a875ef95a62,S25,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-19 - S25 - Electrical panels and branch-wiring context - R2a875ef95a62.mp4,2a875ef95a628d3123ebc183ee26764e3ac1105c2a17dfa36cb55b593da71476
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-19 034743.mp4,Recording 2026-09-19 034743.mp4,R2a875ef95a62,S25,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-19 - S25 - Electrical panels and branch-wiring context - R2a875ef95a62.mp4,2a875ef95a628d3123ebc183ee26764e3ac1105c2a17dfa36cb55b593da71476
F:\SEED BANK\RECORDINGS\Recording 2026-09-19 044237.mp4,Recording 2026-09-19 044237.mp4,R2cb6eb67e532,S26,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-19 - S26 - Multiwire circuits wiring methods legacy conductors and exam - R2cb6eb67e532.mp4,2cb6eb67e532d77a7231a97033fb52418f3377391b1c27cb476c25318551413c
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-19 044237.mp4,Recording 2026-09-19 044237.mp4,R2cb6eb67e532,S26,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-19 - S26 - Multiwire circuits wiring methods legacy conductors and exam - R2cb6eb67e532.mp4,2cb6eb67e532d77a7231a97033fb52418f3377391b1c27cb476c25318551413c
F:\SEED BANK\RECORDINGS\Recording 2026-09-19 051411.mp4,Recording 2026-09-19 051411.mp4,Rd8d96dffe7dd,S27,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-19 - S27 - Devices recessed-light correction and exam - Rd8d96dffe7dd.mp4,d8d96dffe7dd58486ed81cc7778a6693349520876ecc62a768f91de5958f060a
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-19 051411.mp4,Recording 2026-09-19 051411.mp4,Rd8d96dffe7dd,S27,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-19 - S27 - Devices recessed-light correction and exam - Rd8d96dffe7dd.mp4,d8d96dffe7dd58486ed81cc7778a6693349520876ecc62a768f91de5958f060a
F:\SEED BANK\RECORDINGS\Recording 2026-09-19 180545.mp4,Recording 2026-09-19 180545.mp4,R5947190be597,S28,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-19 - S28 - Gas heating controls combustion and exams - R5947190be597.mp4,5947190be597ecdb8bb1c5a1a1b3d56440dfcf494e9265185f4a49efff5cfae0
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-19 180545.mp4,Recording 2026-09-19 180545.mp4,R5947190be597,S28,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-19 - S28 - Gas heating controls combustion and exams - R5947190be597.mp4,5947190be597ecdb8bb1c5a1a1b3d56440dfcf494e9265185f4a49efff5cfae0
F:\SEED BANK\RECORDINGS\Recording 2026-09-19 202731.mp4,Recording 2026-09-19 202731.mp4,Rdffd2cdda69d,S29,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-19 - S29 - Oil heating gravity distribution and exams - Rdffd2cdda69d.mp4,dffd2cdda69d12e0552bd7621f25a7603ff9e83b56dd39344673bd6156844e77
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-19 202731.mp4,Recording 2026-09-19 202731.mp4,Rdffd2cdda69d,S29,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-19 - S29 - Oil heating gravity distribution and exams - Rdffd2cdda69d.mp4,dffd2cdda69d12e0552bd7621f25a7603ff9e83b56dd39344673bd6156844e77
F:\SEED BANK\RECORDINGS\Recording 2026-09-19 223745.mp4,Recording 2026-09-19 223745.mp4,R4834593f20c1,S30,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-19 - S30 - Furnace inspection airflow venting heat exchangers and oil draft - R4834593f20c1.mp4,4834593f20c19a68ca8326d22817a2a57d4ddeddb833ab41de188643b4354638
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-19 223745.mp4,Recording 2026-09-19 223745.mp4,R4834593f20c1,S30,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-19 - S30 - Furnace inspection airflow venting heat exchangers and oil draft - R4834593f20c1.mp4,4834593f20c19a68ca8326d22817a2a57d4ddeddb833ab41de188643b4354638
